zip,year,type,count,efficiency
10018,2011,Miscellaneous,19,5.352631579
10018,2011,Noise,356,4.646067416
10018,2011,Street condition related,72,6.434722222
10018,2011,Traffic related,191,3.693193717
10018,2012,Disturbance,6,5.95
10018,2012,Miscellaneous,10,4.03
10018,2012,Noise,294,4.312585034
10018,2012,Street condition related,39,5.771794872
10018,2012,Traffic related,183,3.974863388
10018,2013,Disturbance,6,8.65
10018,2013,Miscellaneous,19,3.457894737
10018,2013,Noise,409,4.354767726
10018,2013,Street condition related,40,7.0875
10018,2013,Traffic related,233,4.893991416
10018,2014,Disturbance,2,1.15
10018,2014,Miscellaneous,37,4.151351351
10018,2014,Noise,463,3.28812095
10018,2014,Street condition related,44,6.152272727
10018,2014,Traffic related,309,4.509708738
10018,2015,Disturbance,3,5.466666667
10018,2015,Miscellaneous,55,4.974545455
10018,2015,Noise,515,4.166601942
10018,2015,Street condition related,67,6.089552239
10018,2015,Traffic related,266,4.752631579
10018,2016,Disturbance,6,3.466666667
10018,2016,Miscellaneous,62,5.141935484
10018,2016,Noise,512,3.929101562
10018,2016,Street condition related,101,7.277227723
10018,2016,Traffic related,292,4.85
10018,2017,Disturbance,18,4.561111111
10018,2017,Miscellaneous,55,5.181818182
10018,2017,Noise,559,4.202146691
10018,2017,Street condition related,143,4.665734266
10018,2017,Traffic related,340,5.808823529
10018,2018,Disturbance,19,5.042105263
10018,2018,Miscellaneous,43,3.806976744
10018,2018,Noise,491,4.323625255
10018,2018,Street condition related,111,5.623423423
10018,2018,Traffic related,346,5.047398844
10019,2010,0,2,1
10019,2010,Disturbance,3,8.3
10019,2010,Miscellaneous,4,1.425
10019,2010,Noise,288,4.596527778
10019,2010,Street condition related,21,7.214285714
10019,2010,Traffic related,135,4.991111111
10019,2011,Disturbance,10,0.98
10019,2011,Miscellaneous,32,4.015625
10019,2011,Noise,1038,3.714836224
10019,2011,Street condition related,116,5.921551724
10019,2011,Traffic related,471,4.621443737
10019,2012,Disturbance,14,4.785714286
10019,2012,Miscellaneous,50,7.052
10019,2012,Noise,1204,4.666528239
10019,2012,Street condition related,137,7.040145985
10019,2012,Traffic related,416,5.598076923
10019,2013,Disturbance,39,3.723076923
10019,2013,Miscellaneous,49,4.732653061
10019,2013,Noise,1564,4.377173913
10019,2013,Street condition related,100,6.031
10019,2013,Traffic related,549,4.046630237
10019,2014,Disturbance,8,1.525
10019,2014,Miscellaneous,181,4.270165746
10019,2014,Noise,1671,4.379533214
10019,2014,Street condition related,201,6.402487562
10019,2014,Traffic related,601,4.872212978
10019,2015,Disturbance,11,6.036363636
10019,2015,Miscellaneous,215,5.500465116
10019,2015,Noise,2047,5.053150953
10019,2015,Street condition related,211,6.253080569
10019,2015,Traffic related,751,5.894806924
10019,2016,Disturbance,15,5.66
10019,2016,Miscellaneous,242,6.018181818
10019,2016,Noise,2062,5.635548012
10019,2016,Street condition related,186,6.303225806
10019,2016,Traffic related,899,6.018464961
10019,2017,Disturbance,29,4.606896552
10019,2017,Miscellaneous,200,6.072
10019,2017,Noise,1693,4.379444773
10019,2017,Street condition related,155,4.42
10019,2017,Traffic related,1079,5.389341983
10019,2018,Disturbance,20,7.8
10019,2018,Miscellaneous,182,5.012087912
10019,2018,Noise,1748,5.310011442
10019,2018,Street condition related,269,4.976208178
10019,2018,Traffic related,1257,5.22211615
10020,2010,Traffic related,2,2.3
10020,2011,Miscellaneous,1,0.9
10020,2011,Noise,11,1.518181818
10020,2011,Street condition related,9,6.255555556
10020,2011,Traffic related,8,2.675
10020,2012,Noise,4,4.75
10020,2012,Street condition related,3,5.233333333
10020,2012,Traffic related,11,7.718181818
10020,2013,Noise,5,0.82
10020,2013,Street condition related,3,6.966666667
10020,2013,Traffic related,4,2.65
10020,2014,Miscellaneous,1,7.1
10020,2014,Noise,6,1.1
10020,2014,Street condition related,18,2.666666667
10020,2014,Traffic related,14,4.478571429
10020,2015,Miscellaneous,1,0.7
10020,2015,Noise,8,10.0125
10020,2015,Street condition related,10,4.64
10020,2015,Traffic related,8,4.6625
10020,2016,Miscellaneous,3,2.233333333
10020,2016,Noise,12,3.725
10020,2016,Street condition related,108,3.063888889
10020,2016,Traffic related,13,1.938461538
10020,2017,Miscellaneous,4,8.125
10020,2017,Noise,12,5.558333333
10020,2017,Street condition related,80,3.8675
10020,2017,Traffic related,33,5.96969697
10020,2018,Miscellaneous,3,8.666666667
10020,2018,Noise,7,6.4
10020,2018,Street condition related,33,3.990909091
10020,2018,Traffic related,24,3.383333333
10021,2010,0,3,5.966666667
10021,2010,Disturbance,1,14
10021,2010,Miscellaneous,14,5.457142857
10021,2010,Noise,138,4.916666667
10021,2010,Street condition related,7,7.928571429
10021,2010,Traffic related,74,5.410810811
10021,2011,Disturbance,6,9.55
10021,2011,Miscellaneous,35,4.708571429
10021,2011,Noise,655,4.794961832
10021,2011,Street condition related,44,7.904545455
10021,2011,Traffic related,247,5.375303644
10021,2012,Disturbance,2,1.6
10021,2012,Miscellaneous,17,5.064705882
10021,2012,Noise,358,5.826256983
10021,2012,Street condition related,40,8.0825
10021,2012,Traffic related,247,6.532388664
10021,2013,Disturbance,2,15.2
10021,2013,Miscellaneous,14,4.264285714
10021,2013,Noise,460,5.632826087
10021,2013,Street condition related,27,6.818518519
10021,2013,Traffic related,311,6.307073955
10021,2014,Disturbance,6,3.716666667
10021,2014,Miscellaneous,43,6.930232558
10021,2014,Noise,637,5.312872841
10021,2014,Street condition related,43,6.58372093
10021,2014,Traffic related,358,5.303351955
10021,2015,Disturbance,3,8.866666667
10021,2015,Miscellaneous,62,7.90483871
10021,2015,Noise,639,6.73114241
10021,2015,Street condition related,40,7.7625
10021,2015,Traffic related,466,7.256223176
10021,2016,Disturbance,7,7.857142857
10021,2016,Miscellaneous,54,7.640740741
10021,2016,Noise,710,6.806197183
10021,2016,Street condition related,49,9.781632653
10021,2016,Traffic related,538,8.477137546
10021,2017,Disturbance,7,6.2
10021,2017,Miscellaneous,56,6.2
10021,2017,Noise,635,6.042834646
10021,2017,Street condition related,62,8.55483871
10021,2017,Traffic related,436,7.659633028
10021,2018,Disturbance,2,10.45
10021,2018,Miscellaneous,63,7.701587302
10021,2018,Noise,563,6.452397869
10021,2018,Street condition related,38,9.771052632
10021,2018,Traffic related,382,7.209424084
10022,2010,Miscellaneous,6,0.75
10022,2010,Noise,193,4.816580311
10022,2010,Street condition related,15,4.553333333
10022,2010,Traffic related,87,4.067816092
10022,2011,Disturbance,4,1.625
10022,2011,Miscellaneous,32,3.803125
10022,2011,Noise,479,3.978079332
10022,2011,Street condition related,155,6.768387097
10022,2011,Traffic related,286,3.834615385
10022,2012,Disturbance,7,4.085714286
10022,2012,Miscellaneous,23,4.1
10022,2012,Noise,450,4.605555556
10022,2012,Street condition related,104,6.866346154
10022,2012,Traffic related,294,4.695918367
10022,2013,Disturbance,5,0.82
10022,2013,Miscellaneous,27,5.366666667
10022,2013,Noise,567,4.110934744
10022,2013,Street condition related,110,7.032727273
10022,2013,Traffic related,448,4.354017857
10022,2014,Disturbance,7,8.285714286
10022,2014,Miscellaneous,51,5.403921569
10022,2014,Noise,856,5.15911215
10022,2014,Street condition related,50,7.884
10022,2014,Traffic related,467,4.968308351
10022,2015,Disturbance,6,5.566666667
10022,2015,Miscellaneous,79,5.691139241
10022,2015,Noise,892,5.045179372
10022,2015,Street condition related,69,8.746376812
10022,2015,Traffic related,419,5.890214797
10022,2016,Disturbance,4,7.175
10022,2016,Miscellaneous,52,4.907692308
10022,2016,Noise,772,6.008549223
10022,2016,Street condition related,70,7.871428571
10022,2016,Traffic related,441,6.125396825
10022,2017,Disturbance,3,9.1
10022,2017,Miscellaneous,75,6.009333333
10022,2017,Noise,889,5.491788526
10022,2017,Street condition related,67,6.267164179
10022,2017,Traffic related,571,5.056742557
10022,2018,Disturbance,7,3.028571429
10022,2018,Miscellaneous,60,7.176666667
10022,2018,Noise,722,5.523961219
10022,2018,Street condition related,70,7.832857143
10022,2018,Traffic related,419,6.820047733
10023,2010,0,1,0.3
10023,2010,Disturbance,1,15.5
10023,2010,Miscellaneous,6,6.8
10023,2010,Noise,235,3.662978723
10023,2010,Street condition related,56,3.041071429
10023,2010,Traffic related,138,4.875362319
10023,2011,Disturbance,4,1.325
10023,2011,Miscellaneous,31,4.616129032
10023,2011,Noise,943,4.369353128
10023,2011,Street condition related,288,4.006597222
10023,2011,Traffic related,379,4.437730871
10023,2012,Disturbance,5,5.5
10023,2012,Miscellaneous,23,5.326086957
10023,2012,Noise,913,4.458817087
10023,2012,Street condition related,174,5.306321839
10023,2012,Traffic related,571,4.435901926
10023,2013,Disturbance,4,2.75
10023,2013,Miscellaneous,29,5.155172414
10023,2013,Noise,1096,4.955656934
10023,2013,Street condition related,146,4.993835616
10023,2013,Traffic related,439,5.401138952
10023,2014,Disturbance,1,4
10023,2014,Miscellaneous,86,4.081395349
10023,2014,Noise,1297,4.358750964
10023,2014,Street condition related,247,3.990283401
10023,2014,Traffic related,554,4.379602888
10023,2015,Disturbance,2,4.6
10023,2015,Miscellaneous,109,6.322018349
10023,2015,Noise,1397,5.42627058
10023,2015,Street condition related,291,7.082817869
10023,2015,Traffic related,624,6.123717949
10023,2016,Disturbance,4,0.425
10023,2016,Miscellaneous,100,5.251
10023,2016,Noise,1409,5.730660043
10023,2016,Street condition related,289,6.266089965
10023,2016,Traffic related,818,5.474327628
10023,2017,Disturbance,9,4.6
10023,2017,Miscellaneous,150,3.91
10023,2017,Noise,1456,4.656662088
10023,2017,Street condition related,184,4.830978261
10023,2017,Traffic related,1048,4.664694656
10023,2018,Disturbance,7,5.857142857
10023,2018,Miscellaneous,138,3.594202899
10023,2018,Noise,1339,5.738237491
10023,2018,Street condition related,109,3.752293578
10023,2018,Traffic related,1232,3.848295455
10024,2010,Disturbance,3,7.9
10024,2010,Miscellaneous,3,7.4
10024,2010,Noise,336,4.751785714
10024,2010,Street condition related,6,9.25
10024,2010,Traffic related,56,7.519642857
10024,2011,Disturbance,9,2.977777778
10024,2011,Miscellaneous,15,4.4
10024,2011,Noise,847,4.803069658
10024,2011,Street condition related,80,5.60375
10024,2011,Traffic related,266,5.488345865
10024,2012,Disturbance,7,5.128571429
10024,2012,Miscellaneous,16,6.00625
10024,2012,Noise,882,5.836394558
10024,2012,Street condition related,54,6.581481481
10024,2012,Traffic related,239,6.391631799
10024,2013,Disturbance,4,2.125
10024,2013,Miscellaneous,13,3.515384615
10024,2013,Noise,1224,5.98627451
10024,2013,Street condition related,39,6.825641026
10024,2013,Traffic related,298,5.256375839
10024,2014,Disturbance,2,0.6
10024,2014,Miscellaneous,68,4.286764706
10024,2014,Noise,1524,5.333792651
10024,2014,Street condition related,76,6.325
10024,2014,Traffic related,358,4.804189944
10024,2015,Disturbance,4,12.075
10024,2015,Miscellaneous,70,4.392857143
10024,2015,Noise,1577,5.483830057
10024,2015,Street condition related,85,7.956470588
10024,2015,Traffic related,540,6.467962963
10024,2016,Disturbance,5,6.5
10024,2016,Miscellaneous,78,4.846153846
10024,2016,Noise,1480,5.963783784
10024,2016,Street condition related,81,6.645679012
10024,2016,Traffic related,559,6.330053667
10024,2017,Disturbance,10,6.48
10024,2017,Miscellaneous,57,4.884210526
10024,2017,Noise,2062,6.010911736
10024,2017,Street condition related,80,5.6
10024,2017,Traffic related,637,5.153846154
10024,2018,Disturbance,6,9.033333333
10024,2018,Miscellaneous,51,4.992156863
10024,2018,Noise,1675,5.675283582
10024,2018,Street condition related,77,5.037662338
10024,2018,Traffic related,595,4.184705882
10025,2010,0,6,12.96666667
10025,2010,Disturbance,5,8.98
10025,2010,Miscellaneous,16,4.7125
10025,2010,Noise,681,5.864464023
10025,2010,Street condition related,12,6.666666667
10025,2010,Traffic related,122,8.709016393
10025,2011,Disturbance,17,4.770588235
10025,2011,Miscellaneous,39,7.143589744
10025,2011,Noise,2187,6.012802926
10025,2011,Street condition related,93,8.387096774
10025,2011,Traffic related,292,6.515410959
10025,2012,Disturbance,10,2.95
10025,2012,Miscellaneous,25,4.068
10025,2012,Noise,2142,6.145611578
10025,2012,Street condition related,52,5.907692308
10025,2012,Traffic related,311,7.173311897
10025,2013,Disturbance,17,3.764705882
10025,2013,Miscellaneous,30,5.376666667
10025,2013,Noise,2712,5.727544248
10025,2013,Street condition related,51,5.137254902
10025,2013,Traffic related,322,5.533540373
10025,2014,Disturbance,24,3.75
10025,2014,Miscellaneous,116,3.856896552
10025,2014,Noise,3735,4.352744311
10025,2014,Street condition related,61,4.419672131
10025,2014,Traffic related,442,4.571719457
10025,2015,Disturbance,23,3.17826087
10025,2015,Miscellaneous,166,5.091566265
10025,2015,Noise,4070,4.968230958
10025,2015,Street condition related,46,4.986956522
10025,2015,Traffic related,686,5.158746356
10025,2016,Disturbance,22,4.259090909
10025,2016,Miscellaneous,122,5.53852459
10025,2016,Noise,3399,5.10420712
10025,2016,Street condition related,51,6.882352941
10025,2016,Traffic related,908,6.824669604
10025,2017,Disturbance,32,6.14375
10025,2017,Miscellaneous,96,7.305208333
10025,2017,Noise,4135,5.066723096
10025,2017,Street condition related,47,6.382978723
10025,2017,Traffic related,883,6.500453001
10025,2018,Disturbance,18,5.438888889
10025,2018,Miscellaneous,90,5.401111111
10025,2018,Noise,3338,5.216956261
10025,2018,Street condition related,49,7.944897959
10025,2018,Traffic related,866,5.951963048
10026,2010,Disturbance,2,0.6
10026,2010,Miscellaneous,3,1.266666667
10026,2010,Noise,373,4.477479893
10026,2010,Street condition related,5,1.7
10026,2010,Traffic related,43,5.888372093
10026,2011,Disturbance,19,2.442105263
10026,2011,Miscellaneous,17,7.041176471
10026,2011,Noise,1466,5.432060027
10026,2011,Street condition related,17,4.894117647
10026,2011,Traffic related,132,5.64469697
10026,2012,Disturbance,19,4.478947368
10026,2012,Miscellaneous,17,4.723529412
10026,2012,Noise,1749,5.003659234
10026,2012,Street condition related,23,4.526086957
10026,2012,Traffic related,154,6.075324675
10026,2013,Disturbance,10,8.24
10026,2013,Miscellaneous,23,5.834782609
10026,2013,Noise,2651,5.428592984
10026,2013,Street condition related,14,8.221428571
10026,2013,Traffic related,166,5.54939759
10026,2014,Disturbance,5,13.3
10026,2014,Miscellaneous,90,5.801111111
10026,2014,Noise,3158,5.190056998
10026,2014,Street condition related,25,7.86
10026,2014,Traffic related,198,7.275757576
10026,2015,Disturbance,7,8.314285714
10026,2015,Miscellaneous,85,5.090588235
10026,2015,Noise,3553,5.592006755
10026,2015,Street condition related,29,6.734482759
10026,2015,Traffic related,394,6.192385787
10026,2016,Disturbance,18,6.644444444
10026,2016,Miscellaneous,65,6.390769231
10026,2016,Noise,3315,5.409170437
10026,2016,Street condition related,28,6.071428571
10026,2016,Traffic related,363,5.860606061
10026,2017,Disturbance,32,6.16875
10026,2017,Miscellaneous,60,5.223333333
10026,2017,Noise,3795,4.967957839
10026,2017,Street condition related,37,6.024324324
10026,2017,Traffic related,328,6.027134146
10026,2018,Disturbance,22,6.709090909
10026,2018,Miscellaneous,42,6.9
10026,2018,Noise,4725,6.113883598
10026,2018,Street condition related,33,7.290909091
10026,2018,Traffic related,532,6.387593985
10027,2010,0,1,1.1
10027,2010,Disturbance,4,1.425
10027,2010,Miscellaneous,8,4.0625
10027,2010,Noise,626,4.186900958
10027,2010,Street condition related,15,4.493333333
10027,2010,Traffic related,58,5.656896552
10027,2011,Disturbance,19,4.315789474
10027,2011,Miscellaneous,31,5.129032258
10027,2011,Noise,1921,5.046798542
10027,2011,Street condition related,44,7.509090909
10027,2011,Traffic related,231,5.398268398
10027,2012,Disturbance,24,3.2875
10027,2012,Miscellaneous,39,4.056410256
10027,2012,Noise,2348,5.233432709
10027,2012,Street condition related,36,6.227777778
10027,2012,Traffic related,295,6.286101695
10027,2013,Disturbance,28,4.228571429
10027,2013,Miscellaneous,30,7.096666667
10027,2013,Noise,2829,5.275326971
10027,2013,Street condition related,58,6.617241379
10027,2013,Traffic related,364,6.601648352
